Player,Year,Salary
Jose Juan Barea,2015,4290000
Jared Dudley,2015,4250000
Damian Lillard,2015,4236286
Cody Zeller,2015,4204200
Aaron Gordon,2015,4171680
Kristaps Porzingis,2015,4131720
Vince Carter,2015,4088019
Devin Harris,2015,4053446
Thabo Sefolosha,2015,4000000
Ian Mahinmi,2015,4000000
Jordan Hill,2015,4000000
Alan Anderson,2015,4000000
Nemanja Bjelica,2015,3950000
Harrison Barnes,2015,3873398
Marreese Speights,2015,3815500
Alex Len,2015,3807120
Dante Exum,2015,3777720
Steve Novak,2015,3758017
Kyle O'Quinn,2015,3750000
Nick Collison,2015,3750000
Mario Hezonja,2015,3741480
Terrence Ross,2015,3553917
Lavoy Allen,2015,3550000
Matt Barnes,2015,3542500
Will Barton,2015,3533333
Nerlens Noel,2015,3457800
Marcus Smart,2015,3431040
Evan Turner,2015,3425510
Bojan Bogdanovic,2015,3425510
Willie Cauley-Stein,2015,3398280
Quincy Pondexter,2015,3382023
Paul Pierce,2015,3376000
Anthony Morrow,2015,3344000
Mike Scott,2015,3333333
Drew Gooden,2015,3300000
Andre Drummond,2015,3272090
Norris Cole,2015,3203780
Patrick Mills,2015,3200000
KJ McDaniels,2015,3189794
Ben McLemore,2015,3156600
Randy Foye,2015,3135000
Julius Randle,2015,3132240
Austin Rivers,2015,3110796
Emmanuel Mudiay,2015,3102240
Meyers Leonard,2015,3075879
Jeremy Lamb,2015,3034356
DJ Augustin,2015,3000000
Anthony Tolliver,2015,3000000
Brandon Bass,2015,3000000
Jerryd Bayless,2015,3000000
Toney Douglas,2015,2971568
John Henson,2015,2943220
Luis Scola,2015,2900000
Moe Harkless,2015,2894058
Kentavious Caldwell-Pope,2015,2891760
Kirk Hinrich,2015,2870000
Nik Stauskas,2015,2869440
Udonis Haslem,2015,2854940
Brian Roberts,2015,2854940
Dante Cunningham,2015,2850000
Stanley Johnson,2015,2841960
Omri Casspi,2015,2836186
Darrell Arthur,2015,2814000
Kevin Seraphin,2015,2814000
Sonny Weems,2015,2814000
Manu Ginobili,2015,2814000
Bismack Biyombo,2015,2814000
Tibor Pleiss,2015,2700000
Furkan Aldemir,2015,2683841
Trey Burke,2015,2658240
Noah Vonleh,2015,2637720
Tyler Zeller,2015,2616975
Frank Kaminsky,2015,2612520
CJ McCollum,2015,2525160
Elfrid Payton,2015,2505720
Joel Anthony,2015,2500000
Leandro Barbosa,2015,2500000
James Johnson,2015,2500000
Terrence Jones,2015,2489529
Justise Winslow,2015,2481720
Shelvin Mack,2015,2433333
Michael Carter-Williams,2015,2399040
Andrew Nicholson,2015,2380593
Doug McDermott,2015,2380440
Tony Wroten,2015,2346760
Jordan Farmar,2015,2291455
Evan Fournier,2015,2288204
Steven Adams,2015,2279040
Myles Turner,2015,2277960
Jared Sullinger,2015,2269260
Aaron Brooks,2015,2250000
Trey Lyles,2015,2239800
Ramon Sessions,2015,2170465
Kelly Olynyk,2015,2165160
Zach LaVine,2015,2148360
Kendall Marshall,2015,2144772
Jeremy Lin,2015,2139000
Gary Neal,2015,2139000
Miles Plumlee,2015,2109293
Maurice Williams,2015,2100000
Danny Granger,2015,2100000
Steve Blake,2015,2100000
Joe Ingles,2015,2100000
Beno Udrih,2015,2080465
Shabazz Muhammad,2015,2056920
Devin Booker,2015,2055840
TJ Warren,2015,2041080
Perry Jones,2015,2038206
Cameron Payne,2015,2021520
Festus Ezeli,2015,2008748
Kent Bazemore,2015,2000000
DeJuan Blair,2015,2000000
Giannis Antetokounmpo,2015,1953960
Adreian Payne,2015,1938840
Kelly Oubre,2015,1920240
Jusuf Nurkic,2015,1842000
Lucas Nogueira,2015,1842000
Terry Rozier,2015,1824360
Dennis Schroeder,2015,1763400
Zoran Dragic,2015,1756500
James Young,2015,1749840
Rashad Vaughn,2015,1733040
Ryan Kelly,2015,1724250
Joffrey Lauvergne,2015,1709719
Louis Amundson,2015,1700000
Tyler Ennis,2015,1662360
Sam Dekker,2015,1646400
Lance Thomas,2015,1636842
Sergey Karasev,2015,1599840
Gary Harris,2015,1587480
Jerian Grant,2015,1572360
Tony Snell,2015,1535880
Bruno Caboclo,2015,1524000
Delon Wright,2015,1509360
Shane Larkin,2015,1500000
Wayne Ellington,2015,1500000
James Jones,2015,1499187
Richard Jefferson,2015,1499187
Charlie Villanueva,2015,1499187
Samuel Dalembert,2015,1499187
Jason Terry,2015,1499187
Metta World Peace,2015,1499187
Amare Stoudemire,2015,1499187
Tayshaun Prince,2015,1499187
Kendrick Perkins,2015,1499187
Ronnie Price,2015,1499187
Caron Butler,2015,1499187
Rasual Butler,2015,1499187
Matt Bonner,2015,1499187
David West,2015,1499187
Andre Miller,2015,1490369
Gorgui Dieng,2015,1474440
Mitch McGary,2015,1463040
Justin Anderson,2015,1449000
Marcus Thornton,2015,1436891
Pablo Prigioni,2015,1421348
Mason Plumlee,2015,1415520
Jordan Adams,2015,1404600
Andrea Bargnani,2015,1362897
Gerald Green,2015,1362897
Solomon Hill,2015,1358880
Aaron Gray,2015,1356146
Sasha Vujacic,2015,1356146
Rodney Hood,2015,1348440
Matthew Dellavedova,2015,1347276
Bobby Portis,2015,1344120
Rondae Hollis-Jefferson,2015,1335480
Alonzo Gee,2015,1320000
Tim Hardaway Jr,2015,1304520
Nikola Jokic,2015,1300000
Shabazz Napier,2015,1294440
Tyus Jones,2015,1282080
Sasha Kaun,2015,1276000
Cartier Martin,2015,1270964
Brandon Rush,2015,1270964
Luc Mbah a Moute,2015,1270964
Reggie Bullock,2015,1252400
Clint Capela,2015,1242720
Jarell Martin,2015,1230840
Andre Roberson,2015,1210800
PJ Hairston,2015,1201440
Boban Marjanovic,2015,1200000
Tyler Hansbrough,2015,1185784
Jeremy Evans,2015,1185784
Rudy Gobert,2015,1175880
Jordan Mickey,2015,1170960
Archie Goodwin,2015,1160160
CJ Wilcox,2015,1159680
Larry Nance Jr,2015,1155600
Chris Copeland,2015,1150000
Damjan Rudez,2015,1149500
RJ Hunter,2015,1148640
Kyle Anderson,2015,1142880
Chris McCullough,2015,1140240
Josh Huestis,2015,1140240
Kevon Looney,2015,1131960
JaKarr Sampson,2015,1103547
Cole Aldrich,2015,1100602
Wesley Johnson,2015,1100602
Luke Babbitt,2015,1100602
Ishmael Smith,2015,1100602
Garrett Temple,2015,1100602
Glenn Robinson III,2015,1100000
Ray McCallum,2015,1076758
Richaun Holmes,2015,1075000
Jared Cunningham,2015,1039074
Jon Leuer,2015,1035000
Donald Sloan,2015,1015421
E'Twaun Moore,2015,1015421
Joey Dorsey,2015,1015421
James Anderson,2015,1015421
Phil Pressey,2015,1014142
Rakeem Christmas,2015,1007026
Joseph Young,2015,1007026
Walter Tavares,2015,1000000
Montrezl Harrell,2015,1000000
Robert Covington,2015,1000000
Tim Frazier,2015,989216
Robert Sacre,2015,981358
John Jenkins,2015,981349
Thomas Robinson,2015,981348
Hassan Whiteside,2015,981348
Quincy Acy,2015,981348
Christapher Johnson,2015,981348
Mike Muscala,2015,947276
Troy Daniels,2015,947276
Justin Holiday,2015,947276
Gal Mekel,2015,947276
Ian Clark,2015,947276
Dewayne Dedmon,2015,947276
Isaiah Canaan,2015,947276
Hollis Thompson,2015,947276
Allen Crabbe,2015,947276
Seth Curry,2015,947276
Jeff Withey,2015,947276
James Ennis,2015,944477
Elton Brand,2015,890693
Damien Inglis,2015,855000
Markel Brown,2015,845059
Cameron Bairstow,2015,845059
Dwight Powell,2015,845059
Nick Johnson,2015,845059
Spencer Dinwiddie,2015,845059
James Michael McAdoo,2015,845059
Shayne Whittington,2015,845059
Tarik Black,2015,845059
Jordan Clarkson,2015,845059
Russ Smith,2015,845059
JaMychal Green,2015,845059
Tyler Johnson,2015,845059
Johnny O'Bryant,2015,845059
Jarnell Stokes,2015,845059
Cleanthony Early,2015,845059
Langston Galloway,2015,845059
Devyn Marble,2015,845059
Joe Harris,2015,845059
Jerami Grant,2015,845059
Eric Moreland,2015,845059
Raul Neto,2015,840000
Kostas Papanikolaou,2015,800320
Pierre Jackson,2015,750000
Norman Powell,2015,650000
Jimmer Fredette,2015,625167
Pat Connaughton,2015,625093
Ryan Hollins,2015,615906
Darrun Hilliard,2015,600000
Lamar Patterson,2015,525093
Willie Reed,2015,525093
Aaron Harrison,2015,525093
Cristiano Felicio,2015,525093
Salah Mejri,2015,525093
Maurice Ndour,2015,525093
Branden Dawson,2015,525093
Marcelo Huertas,2015,525093
Anthony Brown,2015,525093
Michael Frazier,2015,525093
Josh Richardson,2015,525093
TJ McConnell,2015,525093
Cliff Alexander,2015,525093
Luis Montero,2015,525093
Duje Dukan,2015,525093
Jonathon Simmons,2015,525093
Treveon Graham,2015,525093
Cory Jefferson,2015,362878
Elijah Millsap,2015,352936
Nazr Mohammed,2015,352749
Jarell Eddie,2015,349032
Christian Wood,2015,339762
Sean Kilpatrick,2015,320594
Michael Beasley,2015,306526
Jorge Gutierrez,2015,300899
Jeff Ayres,2015,251890
Lorenzo Brown,2015,222888
Andrew Goudelock,2015,200600
Scottie Wilbekin,2015,200000
Erick Green,2015,199418
Greg Smith,2015,197111
Jordan McRae,2015,172971
Henry Sims,2015,161633
Xavier Munford,2015,123548
Jordan Hamilton,2015,119461
Alan Williams,2015,114284
Orlando Johnson,2015,111444
Jonathan Holmes,2015,100000
Justin Harper,2015,99418
Bryce Cotton,2015,99418
Alex Stepheson,2015,92662
Chuck Hayes,2015,70549
Axel Toupane,2015,61775
Bryce Dejean-Jones,2015,61775
Keith Appling,2015,61775
Coty Clarke,2015,61774
Briante Weber,2015,61774
Elliot Williams,2015,57726
Quincy Miller,2015,50000
Thanasis Antetokounmpo,2015,30887
JJ O'Brien,2015,30887
Nate Robinson,2015,26456
Dorell Wright,2015,17637
John Holland,2015,9266
Kobe Bryant,2014,23500000
Joe Johnson,2014,23180790
Carmelo Anthony,2014,22458401
Amare Stoudemire,2014,21896658
Dwight Howard,2014,21436271
LeBron James,2014,20644400
Chris Bosh,2014,20644400
Chris Paul,2014,20068563
Kevin Durant,2014,19997513
Deron Williams,2014,19754465
Rudy Gay,2014,19317326
Derrick Rose,2014,18862876
Blake Griffin,2014,17632688
Carlos Boozer,2014,16800000
Zach Randolph,2014,16500000
Marc Gasol,2014,15829688
Paul George,2014,15800000
Kevin Love,2014,15719063
Russell Westbrook,2014,15719062
Brook Lopez,2014,15719000
LaMarcus Aldridge,2014,15200000
David Lee,2014,15012000
Dwyane Wade,2014,15000000
Josh Smith,2014,14945778
Roy Hibbert,2014,14898938
Jeremy Lin,2014,14898938
Eric Gordon,2014,14898938
Omer Asik,2014,14898938
Gordon Hayward,2014,14746000
Chandler Parsons,2014,14700000
James Harden,2014,14693906
Tyson Chandler,2014,14596888
Brandon Roy,2014,14399332
DeMarcus Cousins,2014,13701250
John Wall,2014,13701250
Al Jefferson,2014,13500000
Eric Bledsoe,2014,13000000
Nenê,2014,13000000
Andrew Bogut,2014,12972973
Derrick Favors,2014,12950000
Rajon Rondo,2014,12909090
Joakim Noah,2014,12700000
Tony Parker,2014,12500000
Andre Iguodala,2014,12289544
Serge Ibaka,2014,12250000
Nikola Pekovic,2014,12100000
Al Horford,2014,12000000
David West,2014,12000000
Kevin Garnett,2014,12000000
Andrea Bargnani,2014,12000000
Kyle Lowry,2014,12000000
Ty Lawson,2014,11595506
DeAndre Jordan,2014,11440123
Nicolas Batum,2014,11390500
Tyreke Evans,2014,11265416
JaVale McGee,2014,11250000
Larry Sanders,2014,11000000
Jrue Holiday,2014,11000000
Danilo Gallinari,2014,10854850
Stephen Curry,2014,10629213
Marcin Gortat,2014,10434782
Tim Duncan,2014,10361446
Gerald Wallace,2014,10105855
Anderson Varejao,2014,9800000
Brendan Haywood,2014,9798000
Luol Deng,2014,9714461
Steve Nash,2014,9701000
Kendrick Perkins,2014,9588889
Paul Millsap,2014,9500000
DeMar DeRozan,2014,9500000
Tyrus Thomas,2014,9460664
Mike Miller,2014,9332000
Tiago Splitter,2014,9250000
Jeff Green,2014,9200000
Thaddeus Young,2014,9160870
Lance Stephenson,2014,9000000
Jordan Hill,2014,9000000
Mike Conley,2014,8760000
Monta Ellis,2014,8720000
Marcus Thornton,2014,8697500
Trevor Ariza,2014,8600000
Channing Frye,2014,8579088
Landry Fields,2014,8500000
Ryan Anderson,2014,8491500
Marcus Camby,2014,8354416
Drew Gooden,2014,8128490
Jeff Teague,2014,8000000
Taj Gibson,2014,8000000
Brandon Jennings,2014,8000000
George Hill,2014,8000000
OJ Mayo,2014,8000000
Boris Diaw,2014,8000000
Dirk Nowitzki,2014,7974482
Ersan Ilyasova,2014,7900000
Glen Davis,2014,7827985
Tayshaun Prince,2014,7707865
Al Harrington,2014,7609800
Arron Afflalo,2014,7562500
Goran Dragic,2014,7500000
Kyrie Irving,2014,7459924
Josh Childress,2014,7317500
Wesley Matthews,2014,7245640
Isaiah Thomas,2014,7238606
Avery Bradley,2014,7191011
Pau Gasol,2014,7128000
Jose Calderon,2014,7097191
Travis Outlaw,2014,7000000
Marvin Williams,2014,7000000
Manu Ginobili,2014,7000000
Amir Johnson,2014,7000000
Brandon Bass,2014,6950000
JJ Redick,2014,6792500
Kevin Martin,2014,6792500
Wilson Chandler,2014,6754913
Carl Landry,2014,6750000
Derrick Williams,2014,6679866
Jason Richardson,2014,6601125
Greivis Vasquez,2014,6400000
Jarrett Jack,2014,6300000
Kyle Korver,2014,6253521
Jason Thompson,2014,6037500
Enes Kanter,2014,6008106
Gerald Henderson,2014,6000000
Jodie Meeks,2014,6000000
JR Smith,2014,5982375
Chuck Hayes,2014,5958750
Patrick Patterson,2014,5831326
Jose Juan Barea,2014,5822078
PJ Tucker,2014,5700000
Anthony Davis,2014,5607240
Anthony Bennett,2014,5563920
Andrew Wiggins,2014,5510640
Greg Monroe,2014,5479933
Jason Terry,2014,5450000
Jamal Crawford,2014,5450000
Courtney Lee,2014,5450000
Louis Williams,2014,5450000
Tristan Thompson,2014,5421233
JJ Hickson,2014,5381750
Martell Webster,2014,5381750
Robin Lopez,2014,5340229
Nikola Mirotic,2014,5305000
Shaun Livingston,2014,5305000
Spencer Hawes,2014,5305000
Josh McRoberts,2014,5305000
Paul Pierce,2014,5305000
Chris Andersen,2014,5300000
Zaza Pachulia,2014,5200000
Ricky Rubio,2014,5070686
Michael Kidd-Gilchrist,2014,5016960
Tony Allen,2014,5000000
Chase Budinger,2014,5000000
Brandan Wright,2014,5000000
Trevor Booker,2014,5000000
Nick Young,2014,4994420
Victor Oladipo,2014,4978200
Jabari Parker,2014,4930560
Chris Kaman,2014,4800000
Kostas Papanikolaou,2014,4797664
Darren Collison,2014,4797664
Jameer Nelson,2014,4750000
Corey Brewer,2014,4702500
Timofey Mozgov,2014,4650000
Andre Miller,2014,4625000
Bradley Beal,2014,4505280
Jonas Jerebko,2014,4500000
Luis Scola,2014,4500000
Caron Butler,2014,4500000
Ben Gordon,2014,4500000
Otto Porter,2014,4470480
Joel Embiid,2014,4427640
Luc Mbah a Moute,2014,4382576
Raymond Felton,2014,4360000
Jared Dudley,2014,4250000
Kris Humphries,2014,4250000
CJ Miles,2014,4205000
Bismack Biyombo,2014,4086453
Dion Waiters,2014,4062000
Cody Zeller,2014,4030560
Danny Green,2014,4025000
Thabo Sefolosha,2014,4000000
Ian Mahinmi,2014,4000000
Mario Chalmers,2014,4000000
Aaron Gordon,2014,3992040
Vince Carter,2014,3911981
Kevin Seraphin,2014,3898691
Devin Harris,2014,3878896
Joel Anthony,2014,3800000
Maurice Williams,2014,3750000
Thomas Robinson,2014,3678360
Jonas Valanciunas,2014,3678360
Marreese Speights,2014,3657500
Alex Len,2014,3649920
Dante Exum,2014,3615000
Brandon Knight,2014,3553917
Gerald Green,2014,3500000
Patrick Mills,2014,3500000
Darrell Arthur,2014,3457149
Kemba Walker,2014,3452183
Steve Novak,2014,3445947
Matt Barnes,2014,3396250
Mirza Teletovic,2014,3368100
Damian Lillard,2014,3340920
Mike Scott,2014,3333333
Andrei Kirilenko,2014,3326235
Tyler Hansbrough,2014,3326235
Nerlens Noel,2014,3315120
Marcus Smart,2014,3283320
Evan Turner,2014,3278000
Bojan Bogdanovic,2014,3278000
Jason Smith,2014,3278000
Carlos Delfino,2014,3250000
Gary Neal,2014,3250000
Alec Burks,2014,3201369
Anthony Morrow,2014,3200000
Alexey Shved,2014,3198723
Markieff Morris,2014,3153860
Quincy Pondexter,2014,3146068
Dorell Wright,2014,3145000
Chris Copeland,2014,3130000
Marcus Morris,2014,3105301
Joel Freeland,2014,3100000
Klay Thompson,2014,3075880
Kawhi Leonard,2014,3053368
Harrison Barnes,2014,3049920
Ben McLemore,2014,3026280
Mike Dunleavy,2014,3000000
Randy Foye,2014,3000000
Anthony Tolliver,2014,3000000
Kosta Koufos,2014,3000000
Jerryd Bayless,2014,3000000
DJ Augustin,2014,3000000
Julius Randle,2014,2997360
Will Bynum,2014,2915908
Nikola Vucevic,2014,2902757
Marco Belinelli,2014,2873750
Furkan Aldemir,2014,2810305
Terrence Ross,2014,2793960
Kentavious Caldwell-Pope,2014,2772480
Iman Shumpert,2014,2761113
Luke Ridnour,2014,2750000
Nik Stauskas,2014,2745840
Brian Roberts,2014,2732000
Udonis Haslem,2014,2732000
Kirk Hinrich,2014,2730000
Andre Drummond,2014,2568360
Trey Burke,2014,2548560
Noah Vonleh,2014,2524200
Tobias Harris,2014,2511432
DeMarre Carroll,2014,2500000
James Johnson,2014,2500000
Austin Rivers,2014,2439840
Shelvin Mack,2014,2433333
CJ McCollum,2014,2421000
Elfrid Payton,2014,2397840
Kenneth Faried,2014,2373537
Reggie Jackson,2014,2325680
Meyers Leonard,2014,2317920
Michael Carter-Williams,2014,2300040
Doug McDermott,2014,2277960
Nick Collison,2014,2242003
Jeremy Lamb,2014,2202000
Steven Adams,2014,2184960
Norris Cole,2014,2150188
Cory Joseph,2014,2134593
Jimmy Butler,2014,2119214
Nate Robinson,2014,2106720
Eric Maynor,2014,2106720
Jordan Farmar,2014,2100000
Danny Granger,2014,2100000
Steve Blake,2014,2100000
Aron Baynes,2014,2100000
Vitor Faverani,2014,2090000
CJ Watson,2014,2077000
Beno Udrih,2014,2077000
Ramon Sessions,2014,2077000
Kelly Olynyk,2014,2075760
Zach LaVine,2014,2055840
Kent Bazemore,2014,2000000
Elton Brand,2014,2000000
DeJuan Blair,2014,2000000
John Henson,2014,1987320
Shabazz Muhammad,2014,1971960
TJ Warren,2014,1953120
Moe Harkless,2014,1887840
Samuel Dalembert,2014,1885755
Giannis Antetokounmpo,2014,1873200
Adreian Payne,2014,1855320
Ishmael Smith,2014,1838615
Jeff Ayres,2014,1828750
Anthony Randolph,2014,1825359
Jeremy Evans,2014,1795000
Joffrey Lauvergne,2014,1790281
Reggie Evans,2014,1768654
Jusuf Nurkic,2014,1762680
Lucas Nogueira,2014,1762680
Zoran Dragic,2014,1756500
Gigi Datome,2014,1750000
Tyler Zeller,2014,1703760
Dennis Schroeder,2014,1690680
James Young,2014,1674480
Pablo Prigioni,2014,1662961
Ryan Kelly,2014,1650000
Terrence Jones,2014,1618680
Shane Larkin,2014,1606080
Ronny Turiaf,2014,1600000
Miroslav Raduljica,2014,1596056
Tyler Ennis,2014,1590720
Andrew Nicholson,2014,1545840
Sergey Karasev,2014,1533840
Gary Harris,2014,1519200
Donatas Motiejunas,2014,1483920
Evan Fournier,2014,1483920
Tony Snell,2014,1472400
Bruno Caboclo,2014,1458360
Jannero Pargo,2014,1448490
Nazr Mohammed,2014,1448490
James Jones,2014,1448490
Shawn Marion,2014,1448490
Richard Jefferson,2014,1448490
Leandro Barbosa,2014,1448490
Hidayet Turkoglu,2014,1448490
Willie Green,2014,1448490
Matt Bonner,2014,1448490
Rasual Butler,2014,1448490
Jared Sullinger,2014,1424520
Gorgui Dieng,2014,1413480
Mitch McGary,2014,1400040
Victor Claver,2014,1370000
Mason Plumlee,2014,1357080
Jordan Adams,2014,1344120
Jason Maxiell,2014,1316809
Charlie Villanueva,2014,1316809
Francisco Garcia,2014,1316809
Ronnie Price,2014,1316809
Sebastian Telfair,2014,1316809
John Jenkins,2014,1312920
Ryan Hollins,2014,1310286
Solomon Hill,2014,1302840
Louis Amundson,2014,1294868
Rodney Hood,2014,1290360
Alan Anderson,2014,1276061
Austin Daye,2014,1263550
Bernard James,2014,1259775
Tim Hardaway Jr,2014,1250640
Pero Antic,2014,1250000
Shabazz Napier,2014,1238640
Jordan Hamilton,2014,1232610
Shavlik Randolph,2014,1227985
Aaron Gray,2014,1227985
Rodney Stuckey,2014,1227985
Jeff Adrien,2014,1217698
Tony Wroten,2014,1210080
Reggie Bullock,2014,1200720
Clint Capela,2014,1189200
Miles Plumlee,2014,1169880
Andre Roberson,2014,1160880
PJ Hairston,2014,1149720
Cartier Martin,2014,1145685
Brandon Rush,2014,1145685
Shawne Williams,2014,1145685
Arnett Moultrie,2014,1136160
Christapher Johnson,2014,1135974
Perry Jones,2014,1129200
Rudy Gobert,2014,1127400
Marquis Teague,2014,1120920
Festus Ezeli,2014,1112880
Archie Goodwin,2014,1112280
CJ Wilcox,2014,1109760
Nemanja Nedovic,2014,1104240
Damjan Rudez,2014,1100000
Kyle Anderson,2014,1093680
Kyle Singler,2014,1090000
Xavier Henry,2014,1082000
Wayne Ellington,2014,1063384
Alonzo Gee,2014,1063384
Omri Casspi,2014,1063384
John Salmons,2014,1000000
Robert Covington,2014,1000000
Toure Murry,2014,1000000
Al-Farouq Aminu,2014,981084
Ekpe Udoh,2014,981084
Wesley Johnson,2014,981084
Ed Davis,2014,981084
Alexis Ajinca,2014,981084
Luke Babbitt,2014,981084
Cole Aldrich,2014,981084
Greg Stiemsma,2014,981084
Garrett Temple,2014,981084
Jon Leuer,2014,967500
Ricky Ledo,2014,960566
Jorge Gutierrez,2014,960566
E'Twaun Moore,2014,948163
Greg Smith,2014,948163
Joey Dorsey,2014,948163
Donald Sloan,2014,948163
Lavoy Allen,2014,948163
Jimmer Fredette,2014,948163
Lance Thomas,2014,937004
Jae Crowder,2014,915243
Chris Douglas-Roberts,2014,915243
Jeffery Taylor,2014,915243
Aaron Brooks,2014,915243
Will Barton,2014,915243
Draymond Green,2014,915243
Patrick Beverley,2014,915243
Robert Sacre,2014,915243
Khris Middleton,2014,915243
Darius Miller,2014,915243
Quincy Acy,2014,915243
Kyle O'Quinn,2014,915243
Henry Sims,2014,915243
Kendall Marshall,2014,915243
Nate Wolters,2014,904854
Gal Mekel,2014,888524
Joe Harris,2014,884879
Devyn Marble,2014,884879
Jerami Grant,2014,884879
Robbie Hummel,2014,880000
Jamaal Franklin,2014,864510
Allen Crabbe,2014,862000
Dante Cunningham,2014,831941
Damien Inglis,2014,820000
Kenyon Martin,2014,818049
Mike Muscala,2014,816482
Phil Pressey,2014,816482
Jerome Jordan,2014,816482
Troy Daniels,2014,816482
Matthew Dellavedova,2014,816482
Ognjen Kuzmic,2014,816482
Justin Holiday,2014,816482
Nick Calathes,2014,816482
Justin Hamilton,2014,816482
Jeff Withey,2014,816482
Dewayne Dedmon,2014,816482
Hollis Thompson,2014,816482
Isaiah Canaan,2014,816482
Tony Mitchell,2014,816482
Ray McCallum,2014,816482
Carrick Felix,2014,816482
Grant Jerrett,2014,816482
Ian Clark,2014,816481
Darius Morris,2014,803149
Hassan Whiteside,2014,775191
Dahntay Jones,2014,721169
Malcolm Thomas,2014,713910
Spencer Dinwiddie,2014,700000
Johnny O'Bryant,2014,600000
Markel Brown,2014,507336
Cory Jefferson,2014,507336
Cameron Bairstow,2014,507336
Dwight Powell,2014,507336
Erick Green,2014,507336
KJ McDaniels,2014,507336
Nick Johnson,2014,507336
Shayne Whittington,2014,507336
Jordan Clarkson,2014,507336
Tarik Black,2014,507336
Jarnell Stokes,2014,507336
Russ Smith,2014,507336
James Ennis,2014,507336
Glenn Robinson III,2014,507336
Patric Young,2014,507336
Cleanthony Early,2014,507336
Travis Wear,2014,507336
JaKarr Sampson,2014,507336
Eric Moreland,2014,507336
Joe Ingles,2014,507336
AJ Price,2014,493917
John Lucas,2014,491968
Reggie Williams,2014,487905
Glen Rice Jr,2014,470677
Quincy Miller,2014,398393
Lorenzo Brown,2014,390082
Earl Barron,2014,390063
Michael Beasley,2014,330225
Henry Walker,2014,311634
Elijah Millsap,2014,301417
Langston Galloway,2014,295455
Tyler Johnson,2014,280526
Andre Dawkins,2014,271697
Toney Douglas,2014,268973
James Michael McAdoo,2014,259634
Metta World Peace,2014,250000
JaMychal Green,2014,244712
Shannon Brown,2014,215811
Alex Kirk,2014,214871
Kalin Lucas,2014,173008
Elliot Williams,2014,161511
Bryce Cotton,2014,152200
Jack Cooley,2014,152199
Brandon Davies,2014,129676
Earl Clark,2014,125104
Lester Hudson,2014,111548
Tim Frazier,2014,107435
Will Cherry,2014,106567
Jabari Brown,2014,104450
Jarvis Varnado,2014,75000
Drew Gordon,2014,73657
Jerel McNeal,2014,59686
David Stockton,2014,59686
Larry Drew II,2014,53716
Chris Babb,2014,48028
Vander Blue,2014,48028
Dwight Buycks,2014,48028
Arinze Onuaku,2014,48028
Seth Curry,2014,48028
Malcolm Lee,2014,37686
Sim Bhullar,2014,35000
Jarell Eddie,2014,29843
Sean Kilpatrick,2014,29843
David Wear,2014,29843
Josh Davis,2014,20000
Kobe Bryant,2013,30453000
Dirk Nowitzki,2013,22721381
Gilbert Arenas,2013,22346536
Amare Stoudemire,2013,21679893
Carmelo Anthony,2013,21490000
Joe Johnson,2013,21466718
Dwight Howard,2013,20513178
Pau Gasol,2013,19285850
Chris Bosh,2013,19067500
LeBron James,2013,19067500
Kevin Durant,2013,18773176
Chris Paul,2013,18668431
Dwyane Wade,2013,18536000
Deron Williams,2013,18466130
Rudy Gay,2013,17888932
Zach Randolph,2013,17800000
Brandon Roy,2013,17779458
Derrick Rose,2013,17632688
Blake Griffin,2013,16402500
Paul Pierce,2013,15333334
Carlos Boozer,2013,15300000
Marc Gasol,2013,14860523
Brook Lopez,2013,14694000
Kevin Love,2013,14693906
Russell Westbrook,2013,14693906
Emeka Okafor,2013,14544687
Danny Granger,2013,14379240
Luol Deng,2013,14312125
Roy Hibbert,2013,14283844
Eric Gordon,2013,14283844
Andrew Bogut,2013,14200000
Tyson Chandler,2013,14100538
LaMarcus Aldridge,2013,14100000
Josh Smith,2013,14000000
David Lee,2013,13878000
James Harden,2013,13668750
Al Jefferson,2013,13500000
Ben Gordon,2013,13200000
Nenê,2013,13000000
Andre Iguodala,2013,12868632
Tony Parker,2013,12500000
Serge Ibaka,2013,12250000
Nikola Pekovic,2013,12100000
Al Horford,2013,12000000
Rajon Rondo,2013,12000000
Kris Humphries,2013,12000000
David West,2013,12000000
Tyreke Evans,2013,11796247
Joakim Noah,2013,11600000
Kevin Garnett,2013,11532468
Richard Jefferson,2013,11046000
Jrue Holiday,2013,11000000
Andrea Bargnani,2013,11000000
DeAndre Jordan,2013,10986550
Nicolas Batum,2013,10920250
Ty Lawson,2013,10786517
JaVale McGee,2013,10750000
Tim Duncan,2013,10361446
Danilo Gallinari,2013,10146925
Gerald Wallace,2013,10105855
Tiago Splitter,2013,10000000
Stephen Curry,2013,9887642
Paul Millsap,2013,9500000
DeMar DeRozan,2013,9500000
Metta World Peace,2013,9317280
Shawn Marion,2013,9316796
Steve Nash,2013,9300500
Andray Blatche,2013,9170525
Anderson Varejao,2013,9100000
Andris Biedrins,2013,9000000
Jeff Green,2013,8700000
Tyrus Thomas,2013,8694215
Jameer Nelson,2013,8600000
Thaddeus Young,2013,8600000
Charlie Villanueva,2013,8580000
Al Harrington,2013,8548107
Rodney Stuckey,2013,8500000
Kendrick Perkins,2013,8477437
Caron Butler,2013,8386992
Monta Ellis,2013,8360000
Ryan Anderson,2013,8308500
Marcus Thornton,2013,8165000
Jeff Teague,2013,8000000
